pendaftaran_pelatihan_id,assignment_id,status_submission_id,dokumen_id,submission_link,submitted_at,reviewed_at
PDF006558,ASN000819,DITERIMA,DOK006558,,2026-01-05 22:44:08,2026-01-09 03:44:08
PDF006559,ASN000015,DITERIMA,DOK006559,,2024-03-14 07:14:28,2024-03-18 01:14:28
PDF006560,ASN000043,DITERIMA,DOK006560,https://marketplace.example.com/store/umkm-1561,2026-05-06 19:07:13,2026-05-10 16:07:13
PDF006561,ASN000069,DITERIMA,DOK006561,https://marketplace.example.com/store/umkm-1562,2025-05-17 07:45:48,2025-05-19 23:45:48
PDF006562,ASN000093,DITERIMA,DOK006562,,2024-06-06 17:00:06,2024-06-10 17:00:06
PDF006563,ASN000123,REVIEW,DOK006563,,2024-06-13 16:05:23,
PDF006564,ASN000146,REVISI,DOK006564,,2024-08-19 13:53:48,2024-08-23 19:53:48
PDF006565,ASN000169,BELUM_SUBMIT,,,,
PDF006566,ASN000194,DITERIMA,DOK006566,,2024-02-25 17:18:47,2024-02-27 21:18:47
PDF006567,ASN000215,BELUM_SUBMIT,,,,
PDF006568,ASN000244,REVISI,DOK006568,,2024-05-28 03:54:52,2024-05-30 21:54:52
PDF006569,ASN000268,SUBMITTED,DOK006569,https://marketplace.example.com/store/umkm-1570,2025-02-03 11:57:40,
PDF006570,ASN000295,REVISI,DOK006570,,2024-04-10 02:45:13,2024-04-11 07:45:13
PDF006571,ASN000322,DITERIMA,DOK006571,,2025-04-21 18:19:44,2025-04-25 19:19:44
PDF006572,ASN000348,REVIEW,DOK006572,,2025-06-19 20:04:05,
PDF006573,ASN000377,REVISI,DOK006573,https://marketplace.example.com/store/umkm-1574,2024-09-01 23:17:43,2024-09-04 03:17:43
PDF006574,ASN000406,SUBMITTED,DOK006574,,2025-12-22 18:31:55,
PDF006575,ASN000429,REVISI,DOK006575,,2025-01-04 02:25:45,2025-01-08 00:25:45
PDF006576,ASN000455,REVISI,DOK006576,,2025-10-20 03:15:04,2025-10-22 07:15:04
PDF006577,ASN000483,BELUM_SUBMIT,,,,
PDF006578,ASN000508,BELUM_SUBMIT,,,,
PDF006579,ASN000529,SUBMITTED,DOK006579,,2024-01-12 10:11:01,
PDF006580,ASN000555,SUBMITTED,DOK006580,,2025-10-25 12:24:57,
PDF006581,ASN000581,SUBMITTED,DOK006581,,2024-11-07 05:36:04,
PDF006582,ASN000604,BELUM_SUBMIT,,,,
PDF006583,ASN000635,SUBMITTED,DOK006583,,2024-08-15 21:50:16,
PDF006584,ASN000660,DITERIMA,DOK006584,https://marketplace.example.com/store/umkm-1585,2025-06-24 03:09:19,2025-06-24 18:09:19
PDF006585,ASN000685,REVIEW,DOK006585,,2024-05-26 08:25:39,
PDF006586,ASN000708,REVIEW,DOK006586,https://drive.google.com/file/d/synthetic-00006586,2024-10-10 04:41:08,
PDF006587,ASN000731,REVISI,DOK006587,https://www.canva.com/design/synthetic-00006587,2025-01-31 17:43:18,2025-02-03 11:43:18
PDF006588,ASN000755,DITERIMA,DOK006588,,2025-03-29 13:10:33,2025-04-01 16:10:33
PDF006589,ASN000785,DITERIMA,DOK006589,,2026-03-14 08:20:37,2026-03-17 14:20:37
PDF006590,ASN000813,REVISI,DOK006590,https://drive.google.com/file/d/synthetic-00006590,2024-01-17 21:23:31,2024-01-22 04:23:31
PDF006591,ASN000009,SUBMITTED,DOK006591,,2024-12-05 02:20:55,
PDF006592,ASN000035,DITERIMA,DOK006592,,2026-04-11 23:37:15,2026-04-12 17:37:15
PDF006593,ASN000063,SUBMITTED,DOK006593,,2026-05-15 05:00:15,
PDF006594,ASN000086,REVIEW,DOK006594,https://marketplace.example.com/store/umkm-1595,2026-03-15 01:30:12,
PDF006595,ASN000113,REVIEW,DOK006595,,2024-10-21 13:18:38,
PDF006596,ASN000138,SUBMITTED,DOK006596,https://marketplace.example.com/store/umkm-1597,2024-06-16 02:09:42,
PDF006597,ASN000163,REVIEW,DOK006597,https://www.canva.com/design/synthetic-00006597,2025-07-20 17:52:28,
PDF006598,ASN000184,REVIEW,DOK006598,https://marketplace.example.com/store/umkm-1599,2025-03-16 07:50:42,
PDF006599,ASN000208,DITERIMA,DOK006599,https://drive.google.com/file/d/synthetic-00006599,2024-08-30 13:38:32,2024-09-02 13:38:32
PDF006600,ASN000233,DITERIMA,DOK006600,,2026-04-23 20:17:08,2026-04-24 16:17:08
PDF006601,ASN000261,REVIEW,DOK006601,,2025-04-26 12:17:33,
PDF006602,ASN000287,DITERIMA,DOK006602,,2026-02-21 14:07:27,2026-02-22 17:07:27
PDF006603,ASN000312,BELUM_SUBMIT,,,,
PDF006604,ASN000340,SUBMITTED,DOK006604,,2025-12-28 22:49:45,
PDF006605,ASN000369,REVISI,DOK006605,https://drive.google.com/file/d/synthetic-00006605,2024-06-11 05:30:48,2024-06-12 20:30:48
PDF006606,ASN000397,DITOLAK,DOK006606,https://drive.google.com/file/d/synthetic-00006606,2026-05-14 23:21:09,2026-05-18 11:21:09
PDF006607,ASN000422,SUBMITTED,DOK006607,,2025-10-03 23:18:15,
PDF006608,ASN000447,BELUM_SUBMIT,,,,
PDF006609,ASN000471,BELUM_SUBMIT,,,,
PDF006610,ASN000500,SUBMITTED,DOK006610,,2024-07-12 15:39:57,
PDF006611,ASN000523,REVIEW,DOK006611,https://marketplace.example.com/store/umkm-1612,2026-05-05 09:32:00,
PDF006612,ASN000545,REVISI,DOK006612,,2026-03-14 21:40:55,2026-03-19 09:40:55
PDF006613,ASN000572,DITERIMA,DOK006613,,2025-03-04 19:31:48,2025-03-07 08:31:48
PDF006614,ASN000595,DITERIMA,DOK006614,,2024-06-07 07:31:26,2024-06-11 08:31:26
PDF006615,ASN000626,REVISI,DOK006615,,2025-03-06 12:30:31,2025-03-06 19:30:31
PDF006616,ASN000654,SUBMITTED,DOK006616,https://marketplace.example.com/store/umkm-1617,2025-10-23 05:09:45,
PDF006617,ASN000678,DITERIMA,DOK006617,,2024-05-21 01:57:33,2024-05-22 09:57:33
PDF006618,ASN000701,REVISI,DOK006618,https://www.canva.com/design/synthetic-00006618,2024-03-11 23:20:05,2024-03-13 18:20:05
PDF006619,ASN000721,DITERIMA,DOK006619,https://drive.google.com/file/d/synthetic-00006619,2025-05-29 19:43:33,2025-05-31 14:43:33
PDF006620,ASN000749,BELUM_SUBMIT,,,,
PDF006621,ASN000775,BELUM_SUBMIT,,,,
PDF006622,ASN000802,REVIEW,DOK006622,https://drive.google.com/file/d/synthetic-00006622,2025-11-28 16:13:37,
PDF006623,ASN000828,DITERIMA,DOK006623,,2025-01-24 09:09:55,2025-01-28 15:09:55
PDF006624,ASN000025,DITOLAK,DOK006624,,2025-06-06 20:20:25,2025-06-11 18:20:25
PDF006625,ASN000054,DITERIMA,DOK006625,,2026-05-05 02:20:40,2026-05-09 16:20:40
PDF006626,ASN000079,DITERIMA,DOK006626,https://marketplace.example.com/store/umkm-1627,2024-08-18 04:47:47,2024-08-20 16:47:47
PDF006627,ASN000103,REVIEW,DOK006627,https://www.canva.com/design/synthetic-00006627,2026-03-23 21:08:16,
PDF006628,ASN000131,BELUM_SUBMIT,,,,
PDF006629,ASN000155,DITERIMA,DOK006629,,2025-11-25 14:34:59,2025-11-30 00:34:59
PDF006630,ASN000178,SUBMITTED,DOK006630,,2025-11-16 15:11:36,
PDF006631,ASN000201,REVIEW,DOK006631,,2026-01-10 23:52:42,
PDF006632,ASN000224,BELUM_SUBMIT,,,,
PDF006633,ASN000254,REVISI,DOK006633,,2024-01-21 23:39:42,2024-01-22 05:39:42
PDF006634,ASN000275,BELUM_SUBMIT,,,,
PDF006635,ASN000306,SUBMITTED,DOK006635,,2024-02-27 04:06:04,
PDF006636,ASN000331,BELUM_SUBMIT,,,,
PDF006637,ASN000359,BELUM_SUBMIT,,,,
PDF006638,ASN000390,DITERIMA,DOK006638,,2026-01-05 05:48:22,2026-01-09 11:48:22
PDF006639,ASN000412,REVIEW,DOK006639,,2025-05-29 16:11:08,
PDF006640,ASN000439,DITERIMA,DOK006640,https://drive.google.com/file/d/synthetic-00006640,2025-06-05 22:54:30,2025-06-06 15:54:30
PDF006641,ASN000464,REVIEW,DOK006641,,2025-09-20 00:04:10,
PDF006642,ASN000494,DITERIMA,DOK006642,,2026-05-28 00:01:19,2026-05-31 20:01:19
PDF006643,ASN000518,DITERIMA,DOK006643,,2024-02-13 06:50:20,2024-02-16 07:50:20
PDF006644,ASN000538,DITERIMA,DOK006644,,2025-10-11 14:25:06,2025-10-14 08:25:06
PDF006645,ASN000564,DITOLAK,DOK006645,,2025-08-19 15:17:47,2025-08-20 14:17:47
PDF006646,ASN000587,DITERIMA,DOK006646,,2026-05-03 08:49:42,2026-05-05 18:49:42
PDF006647,ASN000618,REVIEW,DOK006647,https://drive.google.com/file/d/synthetic-00006647,2025-10-18 19:16:37,
PDF006648,ASN000645,DITERIMA,DOK006648,https://drive.google.com/file/d/synthetic-00006648,2025-06-14 06:39:12,2025-06-15 04:39:12
PDF006649,ASN000669,DITOLAK,DOK006649,https://marketplace.example.com/store/umkm-1650,2024-10-20 07:23:22,2024-10-22 21:23:22
PDF006650,ASN000696,SUBMITTED,DOK006650,,2026-03-07 18:37:42,
PDF006651,ASN000715,BELUM_SUBMIT,,,,
PDF006652,ASN000741,BELUM_SUBMIT,,,,
PDF006653,ASN000768,DITERIMA,DOK006653,,2025-05-12 22:06:47,2025-05-14 00:06:47
PDF006654,ASN000794,REVISI,DOK006654,,2024-09-16 17:01:38,2024-09-18 06:01:38
PDF006655,ASN000821,SUBMITTED,DOK006655,,2025-07-14 19:06:20,
PDF006656,ASN000017,BELUM_SUBMIT,,,,
PDF006657,ASN000044,DITERIMA,DOK006657,,2024-12-12 16:02:55,2024-12-13 09:02:55
PDF006658,ASN000071,DITOLAK,DOK006658,,2025-02-24 03:05:09,2025-02-26 00:05:09
PDF006659,ASN000097,DITERIMA,DOK006659,,2024-07-08 04:17:01,2024-07-12 22:17:01
PDF006660,ASN000124,DITERIMA,DOK006660,,2024-03-30 16:49:50,2024-04-03 00:49:50
PDF006661,ASN000150,REVISI,DOK006661,,2025-04-15 19:04:05,2025-04-19 21:04:05
PDF006662,ASN000170,DITERIMA,DOK006662,https://www.canva.com/design/synthetic-00006662,2025-05-08 06:04:09,2025-05-11 08:04:09
PDF006663,ASN000195,SUBMITTED,DOK006663,https://www.canva.com/design/synthetic-00006663,2025-10-06 12:06:59,
PDF006664,ASN000218,SUBMITTED,DOK006664,,2024-08-06 13:10:49,
PDF006665,ASN000248,DITERIMA,DOK006665,,2024-11-06 15:39:55,2024-11-09 14:39:55
PDF006666,ASN000269,DITOLAK,DOK006666,,2026-05-10 18:48:35,2026-05-11 20:48:35
PDF006667,ASN000299,REVIEW,DOK006667,,2026-02-04 03:36:41,
PDF006668,ASN000326,DITERIMA,DOK006668,,2026-01-29 19:37:19,2026-01-30 22:37:19
PDF006669,ASN000349,DITERIMA,DOK006669,,2026-01-13 05:49:12,2026-01-16 03:49:12
PDF006670,ASN000379,SUBMITTED,DOK006670,https://marketplace.example.com/store/umkm-1671,2024-04-24 18:05:44,
PDF006671,ASN000407,SUBMITTED,DOK006671,,2024-05-26 03:23:35,
PDF006672,ASN000430,DITOLAK,DOK006672,,2025-11-18 04:15:29,2025-11-18 19:15:29
PDF006673,ASN000456,REVISI,DOK006673,,2026-02-11 22:19:19,2026-02-16 07:19:19
PDF006674,ASN000487,DITERIMA,DOK006674,,2025-09-15 23:15:03,2025-09-20 20:15:03
PDF006675,ASN000509,BELUM_SUBMIT,,,,
PDF006676,ASN000530,SUBMITTED,DOK006676,,2024-02-25 09:35:00,
PDF006677,ASN000558,DITOLAK,DOK006677,,2024-06-18 12:10:25,2024-06-22 17:10:25
PDF006678,ASN000582,SUBMITTED,DOK006678,,2024-10-07 12:17:30,
PDF006679,ASN000607,DITERIMA,DOK006679,,2024-05-01 09:57:31,2024-05-04 02:57:31
PDF006680,ASN000636,SUBMITTED,DOK006680,,2024-03-23 19:38:16,
PDF006681,ASN000661,REVIEW,DOK006681,,2025-09-03 16:51:19,
PDF006682,ASN000686,SUBMITTED,DOK006682,,2025-01-29 19:57:32,
PDF006683,ASN000709,BELUM_SUBMIT,,,,
PDF006684,ASN000732,DITERIMA,DOK006684,https://drive.google.com/file/d/synthetic-00006684,2024-03-28 03:37:35,2024-04-01 18:37:35
PDF006685,ASN000759,REVIEW,DOK006685,,2024-09-07 20:08:13,
PDF006686,ASN000786,DITERIMA,DOK006686,,2024-05-29 09:21:07,2024-05-30 06:21:07
PDF006687,ASN000814,DITERIMA,DOK006687,https://drive.google.com/file/d/synthetic-00006687,2024-03-06 15:53:52,2024-03-10 03:53:52
PDF006688,ASN000010,DITERIMA,DOK006688,,2024-02-04 10:33:43,2024-02-06 08:33:43
PDF006689,ASN000037,REVISI,DOK006689,,2025-11-29 19:48:38,2025-12-04 09:48:38
PDF006690,ASN000064,REVISI,DOK006690,https://drive.google.com/file/d/synthetic-00006690,2024-05-16 00:04:14,2024-05-18 08:04:14
PDF006691,ASN000087,SUBMITTED,DOK006691,https://marketplace.example.com/store/umkm-1692,2025-06-17 12:01:15,
PDF006692,ASN000116,REVISI,DOK006692,,2026-01-06 06:01:14,2026-01-06 13:01:14
PDF006693,ASN000140,DITERIMA,DOK006693,,2025-06-28 11:26:48,2025-07-02 03:26:48
PDF006694,ASN000164,DITERIMA,DOK006694,https://www.canva.com/design/synthetic-00006694,2026-05-12 08:01:45,2026-05-17 01:01:45
PDF006695,ASN000185,SUBMITTED,DOK006695,,2026-05-15 14:33:30,
PDF006696,ASN000209,BELUM_SUBMIT,,,,
PDF006697,ASN000237,BELUM_SUBMIT,,,,
PDF006698,ASN000262,REVIEW,DOK006698,,2026-05-29 23:50:11,
PDF006699,ASN000288,REVIEW,DOK006699,,2024-07-26 13:47:38,
PDF006700,ASN000316,BELUM_SUBMIT,,,,
PDF006701,ASN000343,REVISI,DOK006701,,2025-10-18 23:06:26,2025-10-22 16:06:26
PDF006702,ASN000370,REVISI,DOK006702,,2024-09-19 10:16:19,2024-09-24 08:16:19
PDF006703,ASN000401,DITERIMA,DOK006703,,2025-09-13 06:59:41,2025-09-16 20:59:41
PDF006704,ASN000423,REVISI,DOK006704,,2025-04-21 13:35:20,2025-04-23 01:35:20
PDF006705,ASN000450,REVISI,DOK006705,https://www.canva.com/design/synthetic-00006705,2025-08-05 18:55:42,2025-08-09 03:55:42
PDF006706,ASN000475,SUBMITTED,DOK006706,,2024-03-26 14:36:33,
PDF006707,ASN000503,REVISI,DOK006707,,2024-05-02 03:05:50,2024-05-02 14:05:50
PDF006708,ASN000524,REVIEW,DOK006708,,2024-11-06 23:52:02,
PDF006709,ASN000547,REVISI,DOK006709,,2024-10-14 03:09:24,2024-10-17 07:09:24
PDF006710,ASN000574,REVIEW,DOK006710,https://www.canva.com/design/synthetic-00006710,2025-10-01 07:10:13,
PDF006711,ASN000598,BELUM_SUBMIT,,,,
PDF006712,ASN000628,REVIEW,DOK006712,,2024-07-19 18:10:52,
PDF006713,ASN000657,DITERIMA,DOK006713,https://www.canva.com/design/synthetic-00006713,2024-08-29 16:09:40,2024-09-03 01:09:40
PDF006714,ASN000679,DITERIMA,DOK006714,,2025-10-06 05:24:04,2025-10-08 18:24:04
PDF006715,ASN000703,SUBMITTED,DOK006715,https://www.canva.com/design/synthetic-00006715,2024-08-26 04:02:25,
PDF006716,ASN000723,SUBMITTED,DOK006716,https://marketplace.example.com/store/umkm-1717,2024-10-06 17:39:48,
PDF006717,ASN000750,SUBMITTED,DOK006717,,2025-05-20 01:33:22,
PDF006718,ASN000776,DITERIMA,DOK006718,,2024-11-09 20:18:04,2024-11-13 11:18:04
PDF006719,ASN000805,DITERIMA,DOK006719,,2024-04-02 06:16:13,2024-04-06 07:16:13
PDF006720,ASN000001,BELUM_SUBMIT,,,,
PDF006721,ASN000028,BELUM_SUBMIT,,,,
PDF006722,ASN000057,REVIEW,DOK006722,,2025-05-20 03:40:57,
PDF006723,ASN000081,DITOLAK,DOK006723,,2025-01-18 05:06:12,2025-01-19 08:06:12
PDF006724,ASN000106,DITERIMA,DOK006724,https://www.canva.com/design/synthetic-00006724,2024-04-02 06:24:10,2024-04-04 04:24:10
PDF006725,ASN000132,BELUM_SUBMIT,,,,
PDF006726,ASN000156,DITERIMA,DOK006726,,2024-03-23 08:56:45,2024-03-27 21:56:45
PDF006727,ASN000179,SUBMITTED,DOK006727,,2025-08-01 10:30:20,
PDF006728,ASN000202,REVIEW,DOK006728,,2026-04-05 14:21:08,
PDF006729,ASN000226,SUBMITTED,DOK006729,,2025-03-25 20:14:17,
PDF006730,ASN000255,SUBMITTED,DOK006730,,2024-04-14 10:17:53,
PDF006731,ASN000278,REVIEW,DOK006731,,2024-04-24 23:06:36,
PDF006732,ASN000307,BELUM_SUBMIT,,,,
PDF006733,ASN000333,SUBMITTED,DOK006733,,2024-02-07 02:07:41,
PDF006734,ASN000362,BELUM_SUBMIT,,,,
PDF006735,ASN000391,REVISI,DOK006735,https://drive.google.com/file/d/synthetic-00006735,2024-10-14 20:16:26,2024-10-16 17:16:26
PDF006736,ASN000414,REVISI,DOK006736,,2024-09-25 03:53:41,2024-09-29 08:53:41
PDF006737,ASN000441,DITERIMA,DOK006737,,2025-01-23 13:09:53,2025-01-28 11:09:53
PDF006738,ASN000465,DITERIMA,DOK006738,,2024-02-01 05:49:24,2024-02-01 15:49:24
PDF006739,ASN000495,DITOLAK,DOK006739,https://marketplace.example.com/store/umkm-1740,2024-12-29 20:06:07,2024-12-30 14:06:07
PDF006740,ASN000519,REVISI,DOK006740,,2026-03-17 22:15:27,2026-03-22 22:15:27
PDF006741,ASN000540,DITERIMA,DOK006741,,2024-12-24 19:47:04,2024-12-28 21:47:04
PDF006742,ASN000566,DITOLAK,DOK006742,,2025-09-09 04:05:36,2025-09-12 20:05:36
PDF006743,ASN000590,BELUM_SUBMIT,,,,
PDF006744,ASN000619,DITERIMA,DOK006744,,2024-10-24 17:07:43,2024-10-29 15:07:43
PDF006745,ASN000646,SUBMITTED,DOK006745,,2025-05-02 04:42:44,
PDF006746,ASN000672,SUBMITTED,DOK006746,,2025-06-29 23:33:21,
PDF006747,ASN000698,BELUM_SUBMIT,,,,
PDF006748,ASN000716,DITERIMA,DOK006748,,2024-08-25 12:15:41,2024-08-26 21:15:41
PDF006749,ASN000744,SUBMITTED,DOK006749,,2025-07-18 15:39:37,
PDF006750,ASN000769,BELUM_SUBMIT,,,,
PDF006751,ASN000798,DITOLAK,DOK006751,https://marketplace.example.com/store/umkm-1752,2024-12-17 17:08:31,2024-12-20 02:08:31
PDF006752,ASN000824,DITOLAK,DOK006752,https://www.canva.com/design/synthetic-00006752,2025-10-21 20:20:57,2025-10-23 02:20:57
PDF006753,ASN000019,DITERIMA,DOK006753,,2024-09-17 16:41:57,2024-09-22 14:41:57
PDF006754,ASN000047,REVISI,DOK006754,,2024-04-18 12:32:07,2024-04-19 18:32:07
PDF006755,ASN000073,REVIEW,DOK006755,https://drive.google.com/file/d/synthetic-00006755,2025-01-14 08:17:37,
PDF006756,ASN000098,SUBMITTED,DOK006756,,2026-05-21 08:05:17,
PDF006757,ASN000126,SUBMITTED,DOK006757,,2025-08-20 09:59:24,
PDF006758,ASN000151,SUBMITTED,DOK006758,,2025-07-09 08:09:47,
PDF006759,ASN000173,BELUM_SUBMIT,,,,
PDF006760,ASN000197,REVIEW,DOK006760,,2024-10-04 18:00:33,
PDF006761,ASN000219,REVISI,DOK006761,https://drive.google.com/file/d/synthetic-00006761,2024-10-03 05:11:37,2024-10-06 12:11:37
PDF006762,ASN000249,DITERIMA,DOK006762,,2024-12-18 22:44:11,2024-12-21 18:44:11
PDF006763,ASN000271,DITERIMA,DOK006763,,2024-02-27 00:45:06,2024-02-28 02:45:06
PDF006764,ASN000301,DITOLAK,DOK006764,https://drive.google.com/file/d/synthetic-00006764,2024-01-09 04:17:32,2024-01-10 19:17:32
PDF006765,ASN000328,REVISI,DOK006765,,2024-12-28 20:39:30,2024-12-30 13:39:30
PDF006766,ASN000351,DITOLAK,DOK006766,https://www.canva.com/design/synthetic-00006766,2025-11-23 07:38:33,2025-11-27 18:38:33
PDF006767,ASN000383,REVIEW,DOK006767,,2025-01-21 13:37:39,
PDF006768,ASN000408,SUBMITTED,DOK006768,https://drive.google.com/file/d/synthetic-00006768,2025-05-18 16:34:22,
PDF006769,ASN000433,BELUM_SUBMIT,,,,
PDF006770,ASN000459,REVISI,DOK006770,,2024-03-26 15:37:50,2024-03-26 22:37:50
PDF006771,ASN000489,DITERIMA,DOK006771,,2024-08-14 14:57:02,2024-08-18 07:57:02
PDF006772,ASN000511,DITERIMA,DOK006772,https://drive.google.com/file/d/synthetic-00006772,2026-05-06 13:35:05,2026-05-07 00:35:05
PDF006773,ASN000533,BELUM_SUBMIT,,,,
PDF006774,ASN000559,REVIEW,DOK006774,,2026-06-02 03:50:19,
PDF006775,ASN000583,BELUM_SUBMIT,,,,
PDF006776,ASN000611,BELUM_SUBMIT,,,,
PDF006777,ASN000638,DITOLAK,DOK006777,,2026-04-28 16:46:09,2026-05-03 01:46:09
PDF006778,ASN000663,DITERIMA,DOK006778,,2025-07-04 19:18:04,2025-07-08 09:18:04
PDF006779,ASN000690,DITOLAK,DOK006779,,2024-02-24 15:50:41,2024-02-26 18:50:41
PDF006780,ASN000710,SUBMITTED,DOK006780,https://marketplace.example.com/store/umkm-1781,2024-09-29 09:53:33,
PDF006781,ASN000736,REVIEW,DOK006781,https://www.canva.com/design/synthetic-00006781,2024-09-05 07:52:23,
PDF006782,ASN000760,REVIEW,DOK006782,,2025-02-05 11:46:41,
PDF006783,ASN000789,SUBMITTED,DOK006783,,2025-02-01 00:57:44,
PDF006784,ASN000816,DITOLAK,DOK006784,,2025-06-24 14:10:01,2025-06-26 18:10:01
PDF006785,ASN000012,DITERIMA,DOK006785,,2026-05-25 06:34:04,2026-05-28 12:34:04
PDF006786,ASN000038,SUBMITTED,DOK006786,,2024-12-06 20:14:40,
PDF006787,ASN000066,DITERIMA,DOK006787,,2025-03-22 12:33:11,2025-03-23 16:33:11
PDF006788,ASN000090,DITERIMA,DOK006788,,2024-01-30 15:44:33,2024-02-01 12:44:33
PDF006789,ASN000117,SUBMITTED,DOK006789,https://marketplace.example.com/store/umkm-1790,2025-09-24 17:13:50,
PDF006790,ASN000142,REVIEW,DOK006790,https://marketplace.example.com/store/umkm-1791,2024-07-23 15:24:33,
PDF006791,ASN000166,BELUM_SUBMIT,,,,
PDF006792,ASN000186,REVIEW,DOK006792,,2025-03-20 08:33:12,
PDF006793,ASN000212,DITERIMA,DOK006793,https://www.canva.com/design/synthetic-00006793,2026-05-06 07:16:43,2026-05-09 13:16:43
PDF006794,ASN000239,SUBMITTED,DOK006794,,2025-01-10 23:23:31,
PDF006795,ASN000264,BELUM_SUBMIT,,,,
PDF006796,ASN000290,DITOLAK,DOK006796,,2024-10-30 00:01:08,2024-11-01 16:01:08
PDF006797,ASN000319,DITERIMA,DOK006797,,2025-12-19 18:46:39,2025-12-20 04:46:39
PDF006798,ASN000344,SUBMITTED,DOK006798,,2024-06-22 22:04:49,
PDF006799,ASN000374,REVISI,DOK006799,https://drive.google.com/file/d/synthetic-00006799,2025-02-21 19:25:35,2025-02-23 08:25:35
PDF006800,ASN000404,DITOLAK,DOK006800,,2025-11-05 00:34:55,2025-11-07 17:34:55
PDF006801,ASN000425,SUBMITTED,DOK006801,,2024-03-13 09:58:23,
PDF006802,ASN000452,DITERIMA,DOK006802,,2026-04-21 22:14:10,2026-04-23 14:14:10
PDF006803,ASN000479,REVISI,DOK006803,https://drive.google.com/file/d/synthetic-00006803,2024-06-17 08:19:33,2024-06-20 10:19:33
PDF006804,ASN000504,REVIEW,DOK006804,,2026-01-22 20:35:18,
PDF006805,ASN000526,DITERIMA,DOK006805,,2024-05-05 13:13:12,2024-05-07 19:13:12
PDF006806,ASN000550,BELUM_SUBMIT,,,,
PDF006807,ASN000577,DITERIMA,DOK006807,,2025-06-17 06:32:54,2025-06-20 10:32:54
PDF006808,ASN000599,SUBMITTED,DOK006808,,2026-03-27 18:22:45,
PDF006809,ASN000630,REVISI,DOK006809,,2025-10-12 17:44:29,2025-10-13 10:44:29
PDF006810,ASN000658,SUBMITTED,DOK006810,,2025-03-04 15:51:22,
PDF006811,ASN000681,SUBMITTED,DOK006811,,2025-01-16 04:33:31,
PDF006812,ASN000705,REVIEW,DOK006812,,2024-12-16 05:31:54,
PDF006813,ASN000725,REVIEW,DOK006813,,2024-07-07 17:49:40,
PDF006814,ASN000751,SUBMITTED,DOK006814,,2024-10-02 04:56:08,
PDF006815,ASN000780,REVIEW,DOK006815,https://drive.google.com/file/d/synthetic-00006815,2024-03-17 19:19:34,
PDF006816,ASN000806,REVIEW,DOK006816,,2025-09-12 08:29:28,
PDF006817,ASN000004,REVISI,DOK006817,https://marketplace.example.com/store/umkm-1818,2025-02-09 17:43:03,2025-02-10 14:43:03
PDF006818,ASN000032,REVISI,DOK006818,,2024-03-11 04:08:47,2024-03-13 04:08:47
PDF006819,ASN000058,SUBMITTED,DOK006819,,2025-09-03 05:03:03,
PDF006820,ASN000082,SUBMITTED,DOK006820,,2026-02-22 19:55:03,
PDF006821,ASN000110,REVIEW,DOK006821,,2026-05-21 17:07:11,
PDF006822,ASN000133,BELUM_SUBMIT,,,,
PDF006823,ASN000159,DITERIMA,DOK006823,,2025-02-23 16:22:27,2025-02-27 23:22:27
PDF006824,ASN000180,REVIEW,DOK006824,,2026-04-27 18:38:49,
PDF006825,ASN000205,DITERIMA,DOK006825,,2024-08-11 20:12:19,2024-08-13 08:12:19
PDF006826,ASN000229,REVIEW,DOK006826,https://marketplace.example.com/store/umkm-1827,2025-06-19 17:26:36,
PDF006827,ASN000256,SUBMITTED,DOK006827,,2025-10-03 01:12:40,
PDF006828,ASN000279,REVISI,DOK006828,https://www.canva.com/design/synthetic-00006828,2024-11-11 22:42:13,2024-11-16 15:42:13
PDF006829,ASN000308,SUBMITTED,DOK006829,https://marketplace.example.com/store/umkm-1830,2025-09-06 08:12:27,
PDF006830,ASN000336,REVISI,DOK006830,,2026-06-01 01:47:26,2026-06-01 19:47:26
PDF006831,ASN000363,BELUM_SUBMIT,,,,
PDF006832,ASN000394,REVISI,DOK006832,,2024-12-29 15:37:42,2024-12-31 00:37:42
PDF006833,ASN000418,SUBMITTED,DOK006833,,2025-09-09 17:11:53,
PDF006834,ASN000442,SUBMITTED,DOK006834,,2025-10-31 14:20:13,
PDF006835,ASN000467,SUBMITTED,DOK006835,https://drive.google.com/file/d/synthetic-00006835,2026-01-29 13:12:15,
PDF006836,ASN000496,BELUM_SUBMIT,,,,
PDF006837,ASN000521,SUBMITTED,DOK006837,,2024-02-17 08:55:29,
PDF006838,ASN000542,DITERIMA,DOK006838,,2025-12-26 15:57:11,2025-12-29 05:57:11
PDF006839,ASN000568,SUBMITTED,DOK006839,,2025-08-14 05:27:53,
PDF006840,ASN000591,SUBMITTED,DOK006840,https://www.canva.com/design/synthetic-00006840,2024-09-07 07:34:52,
PDF006841,ASN000621,DITERIMA,DOK006841,https://marketplace.example.com/store/umkm-1842,2024-12-02 19:23:00,2024-12-03 01:23:00
PDF006842,ASN000649,DITERIMA,DOK006842,,2025-08-31 00:30:59,2025-09-01 22:30:59
PDF006843,ASN000674,SUBMITTED,DOK006843,https://marketplace.example.com/store/umkm-1844,2026-03-27 10:32:56,
PDF006844,ASN000699,DITERIMA,DOK006844,,2025-04-15 10:17:12,2025-04-19 09:17:12
PDF006845,ASN000718,BELUM_SUBMIT,,,,
PDF006846,ASN000745,SUBMITTED,DOK006846,,2025-04-19 01:23:34,
PDF006847,ASN000772,BELUM_SUBMIT,,,,
