penjualan_id,umkm_id,tanggal_transaksi,nomor_transaksi,total_omzet,total_laba,total_item,catatan,status_transaksi,created_by_akun_id,created_at,updated_at
PJL011488,UMK000093,2024-03-21,SALE-2024-00011488,220500,85700,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000343,2024-03-21 06:59:54,2024-03-21 06:59:54
PJL011489,UMK004377,2025-02-25,SALE-2025-00011489,46000,11500,4,Transaksi final dari rekap UMKM.,CANCELLED,AKUN004627,2025-02-26 00:22:12,2025-02-26 01:57:12
PJL011490,UMK004914,2025-10-09,SALE-2025-00011490,340000,106600,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005164,2025-10-10 01:16:46,2025-10-10 01:16:46
PJL011491,UMK004292,2026-02-09,SALE-2026-00011491,294000,58400,7,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004542,2026-02-09 22:45:45,2026-02-09 22:45:45
PJL011492,UMK001778,2025-06-12,SALE-2025-00011492,451500,212200,7,Transaksi final dari rekap UMKM.,FINAL,AKUN002028,2025-06-12 17:50:35,2025-06-12 17:50:35
PJL011493,UMK004678,2025-08-06,SALE-2025-00011493,482000,239000,2,Transaksi final dari rekap UMKM.,FINAL,AKUN004928,2025-08-06 14:54:03,2025-08-06 14:54:03
PJL011494,UMK002479,2024-09-14,SALE-2024-00011494,776000,398100,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002729,2024-09-14 23:03:03,2024-09-14 23:03:03
PJL011495,UMK000915,2026-04-13,SALE-2026-00011495,974000,319700,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001165,2026-04-13 20:19:33,2026-04-13 20:19:33
PJL011496,UMK002868,2025-11-29,SALE-2025-00011496,1110000,315300,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003118,2025-11-29 18:38:38,2025-11-29 18:38:38
PJL011497,UMK002560,2025-10-28,SALE-2025-00011497,320000,104000,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002810,2025-10-29 03:31:31,2025-10-29 03:31:31
PJL011498,UMK003174,2024-02-22,SALE-2024-00011498,376500,107900,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003424,2024-02-23 03:16:45,2024-02-23 03:16:45
PJL011499,UMK002301,2025-10-03,SALE-2025-00011499,1585500,289600,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002551,2025-10-04 05:58:39,2025-10-04 05:58:39
PJL011500,UMK001294,2025-05-26,SALE-2025-00011500,572000,202000,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001544,2025-05-26 18:07:30,2025-05-26 18:07:30
PJL011501,UMK004300,2025-10-22,SALE-2025-00011501,602000,151500,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004550,2025-10-22 16:56:23,2025-10-22 16:56:23
PJL011502,UMK000319,2024-09-26,SALE-2024-00011502,345000,73400,6,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000569,2024-09-27 04:46:45,2024-09-27 04:46:45
PJL011503,UMK002624,2024-06-09,SALE-2024-00011503,66500,17600,1,Transaksi final dari rekap UMKM.,FINAL,AKUN002874,2024-06-09 02:16:51,2024-06-09 02:16:51
PJL011504,UMK002254,2025-04-25,SALE-2025-00011504,391500,82400,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002504,2025-04-26 15:39:59,2025-04-26 15:39:59
PJL011505,UMK003013,2026-03-08,SALE-2026-00011505,309000,156200,6,Transaksi final dari rekap UMKM.,FINAL,AKUN003263,2026-03-08 21:28:04,2026-03-08 21:28:04
PJL011506,UMK003233,2026-03-08,SALE-2026-00011506,313500,65800,3,Transaksi final dari rekap UMKM.,FINAL,AKUN003483,2026-03-09 03:15:25,2026-03-09 03:15:25
PJL011507,UMK000675,2024-09-03,SALE-2024-00011507,622000,127600,4,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000925,2024-09-04 05:43:29,2024-09-04 05:43:29
PJL011508,UMK000428,2025-10-19,SALE-2025-00011508,1743500,698000,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000678,2025-10-20 06:05:21,2025-10-20 06:05:21
PJL011509,UMK000577,2026-05-11,SALE-2026-00011509,467500,239400,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN000827,2026-05-11 22:05:46,2026-05-11 22:05:46
PJL011510,UMK004369,2025-03-25,SALE-2025-00011510,20500,8000,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004619,2025-03-25 06:20:05,2025-03-25 06:20:05
PJL011511,UMK004208,2024-10-28,SALE-2024-00011511,393500,196100,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004458,2024-10-29 04:23:02,2024-10-29 04:23:02
PJL011512,UMK000740,2024-03-19,SALE-2024-00011512,246000,97400,4,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN000990,2024-03-20 04:16:53,2024-03-20 04:34:53
PJL011513,UMK004516,2025-09-24,SALE-2025-00011513,1906000,693500,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004766,2025-09-25 09:00:37,2025-09-25 09:00:37
PJL011514,UMK001294,2024-03-16,SALE-2024-00011514,120500,29200,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001544,2024-03-16 10:39:36,2024-03-16 10:39:36
PJL011515,UMK004930,2025-10-04,SALE-2025-00011515,458000,220200,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005180,2025-10-04 08:47:17,2025-10-04 08:47:17
PJL011516,UMK004617,2025-12-15,SALE-2025-00011516,1462500,750900,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004867,2025-12-15 11:53:06,2025-12-15 11:53:06
PJL011517,UMK004212,2025-12-05,SALE-2025-00011517,5704000,1852500,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004462,2025-12-06 00:59:37,2025-12-06 00:59:37
PJL011518,UMK003943,2025-10-14,SALE-2025-00011518,224000,98100,7,Data penjualan masuk dari pencatatan operasional UMKM.,CANCELLED,AKUN004193,2025-10-15 11:16:23,2025-10-15 13:32:23
PJL011519,UMK001743,2025-08-24,SALE-2025-00011519,165000,42000,2,Transaksi final dari rekap UMKM.,CANCELLED,AKUN001993,2025-08-25 07:11:21,2025-08-25 10:00:21
PJL011520,UMK002752,2025-11-25,SALE-2025-00011520,1514000,574900,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003002,2025-11-25 17:29:52,2025-11-25 17:29:52
PJL011521,UMK003174,2025-05-26,SALE-2025-00011521,209000,98900,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003424,2025-05-26 16:17:30,2025-05-26 16:17:30
PJL011522,UMK000426,2025-07-26,SALE-2025-00011522,71500,31000,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000676,2025-07-27 02:16:42,2025-07-27 02:16:42
PJL011523,UMK004033,2024-06-23,SALE-2024-00011523,159000,62100,1,Penjualan produk utama dan produk pendukung.,DRAFT,AKUN004283,2024-06-24 09:48:42,2024-06-24 11:01:42
PJL011524,UMK004409,2024-05-27,SALE-2024-00011524,7827500,2135400,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004659,2024-05-27 15:17:19,2024-05-27 15:17:19
PJL011525,UMK002385,2024-06-13,SALE-2024-00011525,37500,15700,1,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN002635,2024-06-14 06:32:59,2024-06-14 09:17:59
PJL011526,UMK002874,2025-07-04,SALE-2025-00011526,314000,84400,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003124,2025-07-05 03:04:08,2025-07-05 03:04:08
PJL011527,UMK001702,2026-03-24,SALE-2026-00011527,204500,91400,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001952,2026-03-24 10:43:25,2026-03-24 10:43:25
PJL011528,UMK003105,2024-03-23,SALE-2024-00011528,6989000,2114700,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003355,2024-03-24 06:44:09,2024-03-24 06:44:09
PJL011529,UMK000767,2024-01-22,SALE-2024-00011529,129000,63500,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001017,2024-01-23 03:00:45,2024-01-23 03:00:45
PJL011530,UMK002639,2025-08-26,SALE-2025-00011530,300000,122500,5,Rekap transaksi penjualan untuk analisis omzet.,DRAFT,AKUN002889,2025-08-27 01:47:54,2025-08-27 04:13:54
PJL011531,UMK002592,2024-10-09,SALE-2024-00011531,1151000,495300,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002842,2024-10-10 02:45:49,2024-10-10 02:45:49
PJL011532,UMK003950,2025-08-10,SALE-2025-00011532,400500,98700,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004200,2025-08-10 14:57:46,2025-08-10 14:57:46
PJL011533,UMK003435,2025-10-15,SALE-2025-00011533,1551000,465300,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003685,2025-10-15 20:23:00,2025-10-15 20:23:00
PJL011534,UMK002897,2024-02-13,SALE-2024-00011534,796000,163500,1,Transaksi final dari rekap UMKM.,FINAL,AKUN003147,2024-02-14 02:14:33,2024-02-14 02:14:33
PJL011535,UMK004107,2024-03-13,SALE-2024-00011535,712000,368100,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004357,2024-03-14 08:35:40,2024-03-14 08:35:40
PJL011536,UMK004837,2025-07-12,SALE-2025-00011536,351000,92900,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN005087,2025-07-12 20:51:39,2025-07-12 20:51:39
PJL011537,UMK003440,2025-03-13,SALE-2025-00011537,30500,5800,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003690,2025-03-14 03:47:07,2025-03-14 03:47:07
PJL011538,UMK001089,2024-09-25,SALE-2024-00011538,1906000,833000,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001339,2024-09-25 14:39:19,2024-09-25 14:39:19
PJL011539,UMK003390,2024-09-07,SALE-2024-00011539,395000,131700,5,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003640,2024-09-07 13:30:00,2024-09-07 13:30:00
PJL011540,UMK001752,2024-03-03,SALE-2024-00011540,324000,129400,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002002,2024-03-04 06:16:05,2024-03-04 06:16:05
PJL011541,UMK001380,2025-08-25,SALE-2025-00011541,70000,25200,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001630,2025-08-26 07:39:47,2025-08-26 07:39:47
PJL011542,UMK001598,2025-01-06,SALE-2025-00011542,804000,251500,2,Transaksi final dari rekap UMKM.,FINAL,AKUN001848,2025-01-06 10:43:36,2025-01-06 10:43:36
PJL011543,UMK004703,2025-03-13,SALE-2025-00011543,84000,16400,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN004953,2025-03-14 03:01:47,2025-03-14 03:01:47
PJL011544,UMK004622,2024-12-16,SALE-2024-00011544,354000,117900,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004872,2024-12-16 21:57:15,2024-12-16 21:57:15
PJL011545,UMK003468,2026-04-17,SALE-2026-00011545,1664000,657800,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003718,2026-04-17 14:54:47,2026-04-17 14:54:47
PJL011546,UMK003556,2024-04-26,SALE-2024-00011546,665000,281300,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003806,2024-04-26 23:55:19,2024-04-26 23:55:19
PJL011547,UMK003273,2026-05-17,SALE-2026-00011547,315000,57900,5,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003523,2026-05-18 04:09:17,2026-05-18 04:09:17
PJL011548,UMK004958,2025-08-19,SALE-2025-00011548,482500,105300,5,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005208,2025-08-19 19:53:00,2025-08-19 19:53:00
PJL011549,UMK002930,2026-01-04,SALE-2026-00011549,286500,131700,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003180,2026-01-05 13:34:19,2026-01-05 13:34:19
PJL011550,UMK000530,2026-01-17,SALE-2026-00011550,676000,172100,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000780,2026-01-18 03:33:25,2026-01-18 03:33:25
PJL011551,UMK002740,2024-08-13,SALE-2024-00011551,724000,328000,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002990,2024-08-14 05:24:46,2024-08-14 05:24:46
PJL011552,UMK002228,2024-10-27,SALE-2024-00011552,329000,160200,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002478,2024-10-27 16:58:22,2024-10-27 16:58:22
PJL011553,UMK003485,2025-11-04,SALE-2025-00011553,2074000,727100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003735,2025-11-04 17:28:21,2025-11-04 17:28:21
PJL011554,UMK004289,2025-07-26,SALE-2025-00011554,450000,120100,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004539,2025-07-27 06:14:42,2025-07-27 06:14:42
PJL011555,UMK000283,2025-08-05,SALE-2025-00011555,201500,89500,1,Transaksi final dari rekap UMKM.,FINAL,AKUN000533,2025-08-05 22:54:45,2025-08-05 22:54:45
PJL011556,UMK001281,2025-02-03,SALE-2025-00011556,559000,131900,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001531,2025-02-04 01:32:09,2025-02-04 01:32:09
PJL011557,UMK002176,2024-08-21,SALE-2024-00011557,528000,260100,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002426,2024-08-21 18:29:22,2024-08-21 18:29:22
PJL011558,UMK004855,2025-06-06,SALE-2025-00011558,357000,107100,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN005105,2025-06-06 16:05:08,2025-06-06 16:05:08
PJL011559,UMK002260,2025-02-03,SALE-2025-00011559,166500,58100,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002510,2025-02-03 18:35:14,2025-02-03 18:35:14
PJL011560,UMK004768,2024-09-14,SALE-2024-00011560,295000,122700,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN005018,2024-09-14 18:08:12,2024-09-14 18:08:12
PJL011561,UMK001278,2026-03-31,SALE-2026-00011561,780000,263600,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001528,2026-04-01 01:27:54,2026-04-01 01:27:54
PJL011562,UMK000220,2024-12-06,SALE-2024-00011562,597000,132400,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000470,2024-12-06 18:26:38,2024-12-06 18:26:38
PJL011563,UMK002056,2025-07-30,SALE-2025-00011563,258000,113300,6,Penjualan produk utama dan produk pendukung.,FINAL,AKUN002306,2025-07-30 12:50:09,2025-07-30 12:50:09
PJL011564,UMK000326,2025-04-27,SALE-2025-00011564,1078000,218900,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN000576,2025-04-27 22:44:21,2025-04-27 22:44:21
PJL011565,UMK000560,2026-01-31,SALE-2026-00011565,357000,165000,6,Transaksi final dari rekap UMKM.,FINAL,AKUN000810,2026-01-31 02:58:11,2026-01-31 02:58:11
PJL011566,UMK003204,2025-06-14,SALE-2025-00011566,71000,18100,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003454,2025-06-14 07:15:16,2025-06-14 07:15:16
PJL011567,UMK001478,2026-01-30,SALE-2026-00011567,210000,77700,12,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN001728,2026-01-30 14:59:59,2026-01-30 14:59:59
PJL011568,UMK001003,2024-07-24,SALE-2024-00011568,37500,7500,3,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001253,2024-07-25 08:27:22,2024-07-25 08:27:22
PJL011569,UMK004732,2024-02-19,SALE-2024-00011569,418000,170400,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004982,2024-02-19 08:18:49,2024-02-19 08:18:49
PJL011570,UMK001394,2025-03-07,SALE-2025-00011570,497000,166400,7,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001644,2025-03-07 13:59:05,2025-03-07 13:59:05
PJL011571,UMK003531,2024-10-31,SALE-2024-00011571,200000,85800,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003781,2024-11-01 05:27:24,2024-11-01 05:27:24
PJL011572,UMK001427,2026-02-16,SALE-2026-00011572,138500,33700,1,Transaksi final dari rekap UMKM.,FINAL,AKUN001677,2026-02-17 03:55:04,2026-02-17 03:55:04
PJL011573,UMK002825,2025-08-22,SALE-2025-00011573,3432000,1106600,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003075,2025-08-23 00:44:07,2025-08-23 00:44:07
PJL011574,UMK003253,2025-11-03,SALE-2025-00011574,1453000,751100,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003503,2025-11-03 23:37:59,2025-11-03 23:37:59
PJL011575,UMK002670,2025-03-03,SALE-2025-00011575,1002000,499000,4,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN002920,2025-03-04 07:54:54,2025-03-04 07:54:54
PJL011576,UMK002253,2024-08-21,SALE-2024-00011576,250500,106000,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002503,2024-08-21 10:17:21,2024-08-21 10:17:21
PJL011577,UMK004182,2024-05-10,SALE-2024-00011577,366000,118200,3,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN004432,2024-05-11 03:19:40,2024-05-11 03:19:40
PJL011578,UMK000812,2025-10-29,SALE-2025-00011578,34000,12900,1,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN001062,2025-10-29 14:04:43,2025-10-29 14:04:43
PJL011579,UMK003200,2026-02-19,SALE-2026-00011579,221000,56100,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN003450,2026-02-20 03:23:58,2026-02-20 03:23:58
PJL011580,UMK001003,2025-06-04,SALE-2025-00011580,315000,132400,3,Transaksi final dari rekap UMKM.,FINAL,AKUN001253,2025-06-05 01:26:59,2025-06-05 01:26:59
PJL011581,UMK001200,2025-04-14,SALE-2025-00011581,500000,189300,2,Penjualan produk utama dan produk pendukung.,FINAL,AKUN001450,2025-04-15 09:27:51,2025-04-15 09:27:51
PJL011582,UMK004273,2025-07-17,SALE-2025-00011582,282000,139200,6,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004523,2025-07-18 10:21:10,2025-07-18 10:21:10
PJL011583,UMK001549,2024-10-07,SALE-2024-00011583,119000,36700,7,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN001799,2024-10-08 06:53:32,2024-10-08 06:53:32
PJL011584,UMK004359,2024-07-03,SALE-2024-00011584,70500,29400,1,Transaksi final dari rekap UMKM.,CANCELLED,AKUN004609,2024-07-03 13:31:26,2024-07-03 15:24:26
PJL011585,UMK000481,2024-08-24,SALE-2024-00011585,267000,78300,6,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000731,2024-08-25 01:20:03,2024-08-25 01:20:03
PJL011586,UMK003098,2025-02-26,SALE-2025-00011586,1398000,631800,4,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003348,2025-02-26 19:47:58,2025-02-26 19:47:58
PJL011587,UMK004706,2025-06-10,SALE-2025-00011587,181500,81800,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004956,2025-06-11 01:14:14,2025-06-11 01:14:14
PJL011588,UMK002057,2024-10-11,SALE-2024-00011588,30000,13500,1,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002307,2024-10-12 00:42:46,2024-10-12 00:42:46
PJL011589,UMK004375,2024-12-18,SALE-2024-00011589,665500,280000,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004625,2024-12-19 07:21:08,2024-12-19 07:21:08
PJL011590,UMK003793,2024-01-27,SALE-2024-00011590,927000,199300,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN004043,2024-01-28 17:22:47,2024-01-28 17:22:47
PJL011591,UMK003484,2024-07-25,SALE-2024-00011591,166000,82700,2,Transaksi final dari rekap UMKM.,FINAL,AKUN003734,2024-07-25 18:59:45,2024-07-25 18:59:45
PJL011592,UMK000159,2024-09-03,SALE-2024-00011592,396000,178300,3,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000409,2024-09-03 20:09:04,2024-09-03 20:09:04
PJL011593,UMK002229,2025-07-27,SALE-2025-00011593,195000,101400,5,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002479,2025-07-27 18:40:15,2025-07-27 18:40:15
PJL011594,UMK000748,2024-02-21,SALE-2024-00011594,288000,93800,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000998,2024-02-21 13:10:18,2024-02-21 13:10:18
PJL011595,UMK000120,2025-04-27,SALE-2025-00011595,356000,99900,4,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000370,2025-04-27 21:50:16,2025-04-27 21:50:16
PJL011596,UMK002637,2024-12-22,SALE-2024-00011596,471000,144300,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002887,2024-12-23 04:27:37,2024-12-23 04:27:37
PJL011597,UMK004406,2026-02-02,SALE-2026-00011597,2780000,1041000,10,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004656,2026-02-02 22:08:03,2026-02-02 22:08:03
PJL011598,UMK004807,2026-01-16,SALE-2026-00011598,397500,155500,5,Penjualan harian dari kanal offline dan/atau online.,CANCELLED,AKUN005057,2026-01-17 07:30:03,2026-01-17 09:33:03
PJL011599,UMK002678,2025-07-15,SALE-2025-00011599,2189500,575600,1,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN002928,2025-07-15 14:39:10,2025-07-15 14:39:10
PJL011600,UMK000679,2025-11-27,SALE-2025-00011600,1149000,363600,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN000929,2025-11-28 03:33:29,2025-11-28 03:33:29
PJL011601,UMK000607,2025-10-01,SALE-2025-00011601,240000,52100,2,Transaksi final dari rekap UMKM.,CANCELLED,AKUN000857,2025-10-01 16:39:51,2025-10-01 20:31:51
PJL011602,UMK001488,2025-02-25,SALE-2025-00011602,330000,166200,2,Rekap transaksi penjualan untuk analisis omzet.,CANCELLED,AKUN001738,2025-02-25 17:51:21,2025-02-25 20:51:21
PJL011603,UMK003941,2025-09-01,SALE-2025-00011603,285000,83300,5,Transaksi final dari rekap UMKM.,FINAL,AKUN004191,2025-09-01 02:46:59,2025-09-01 02:46:59
PJL011604,UMK003251,2024-08-08,SALE-2024-00011604,218000,73600,2,Rekap transaksi penjualan untuk analisis omzet.,FINAL,AKUN003501,2024-08-08 22:24:48,2024-08-08 22:24:48
PJL011605,UMK002405,2025-05-01,SALE-2025-00011605,477000,201900,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN002655,2025-05-01 09:49:02,2025-05-01 09:49:02
PJL011606,UMK003269,2025-03-15,SALE-2025-00011606,243000,78900,3,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN003519,2025-03-16 10:50:42,2025-03-16 10:50:42
PJL011607,UMK000340,2024-06-10,SALE-2024-00011607,984000,329100,2,Penjualan harian dari kanal offline dan/atau online.,FINAL,AKUN000590,2024-06-10 06:55:49,2024-06-10 06:55:49
PJL011608,UMK004044,2024-05-17,SALE-2024-00011608,260000,71000,2,Data penjualan masuk dari pencatatan operasional UMKM.,FINAL,AKUN004294,2024-05-17 21:34:49,2024-05-17 21:34:49
PJL011609,UMK002803,2024-08-16,SALE-2024-00011609,1289500,266600,1,Penjualan produk utama dan produk pendukung.,FINAL,AKUN003053,2024-08-17 00:37:49,2024-08-17 00:37:49
